TransactionID,CustomerID,Timestamp,Amount,Merchant,Location,Channel,FraudLabel
sdv-id-XmVpgo,C087,2026-09-02 06:54:02,7455.74,TigoPesa,Mbeya,ATM,0
sdv-id-wOkAKg,C092,2026-09-02 06:10:42,7973.59,Vodacom_M-Pesa,Mwanza,MobileApp,1
sdv-id-bGunud,C037,2026-09-01 15:50:14,1951.23,CRDB_Bank,Arusha,MobileApp,0
sdv-id-vsxvnC,C027,2026-09-01 15:38:53,9909.39,NMB_Bank,Zanzibar,POS,1
sdv-id-JvgSHt,C078,2026-09-02 03:08:45,7349.88,NBC_Bank,Dodoma,POS,1
sdv-id-nJtZOL,C007,2026-09-01 09:25:42,7520.37,AirtelMoney,Mwanza,POS,1
sdv-id-yfaBDr,C044,2026-09-01 19:17:06,5695.63,TigoPesa,Zanzibar,ATM,1
sdv-id-KFSBal,C076,2026-09-02 00:53:33,9585.77,AirtelMoney,Mbeya,MobileApp,1
sdv-id-fyzrON,C049,2026-09-01 21:37:53,9720.22,CRDB_Bank,Zanzibar,POS,1
sdv-id-AMEmMX,C013,2026-09-01 10:28:19,5195.63,AirtelMoney,Dar-es-Salaam,POS,1
sdv-id-NtOsYF,C014,2026-09-01 11:17:16,410.29,AirtelMoney,Mbeya,ATM,1
sdv-id-oTpVbs,C076,2026-09-02 01:52:30,4776.77,CRDB_Bank,Mbeya,MobileApp,1
sdv-id-FeoSZB,C008,2026-09-01 10:07:28,1891.81,AirtelMoney,Mwanza,ATM,1
sdv-id-qoSKES,C091,2026-09-02 06:19:39,936.86,Shoprite,Dodoma,ATM,1
sdv-id-VDBUNK,C060,2026-09-02 00:59:03,6979.71,AirtelMoney,Dar-es-Salaam,POS,1
sdv-id-UMcAdF,C009,2026-09-01 11:25:09,6354.28,KahawaCafe,Mbeya,POS,0
sdv-id-OmUCmG,C093,2026-09-02 07:16:10,7116.77,Shoprite,Mbeya,POS,1
sdv-id-LsViaB,C063,2026-09-01 22:05:04,6490.1,AirtelMoney,Mbeya,Web,1
sdv-id-idDimq,C082,2026-09-02 03:45:52,2459.72,NMB_Bank,Mbeya,ATM,1
sdv-id-tosqcx,C061,2026-09-01 22:31:24,5108.02,NMB_Bank,Mwanza,Web,1
sdv-id-APMElT,C080,2026-09-02 04:25:15,965.88,CRDB_Bank,Mwanza,Web,1
sdv-id-QzctQO,C059,2026-09-02 04:20:38,9862.2,Shoprite,Arusha,POS,1
sdv-id-RzGSSM,C035,2026-09-01 14:19:32,4705.5,NMB_Bank,Dar-es-Salaam,Web,1
sdv-id-vkSXVY,C021,2026-09-01 13:00:53,6598.84,CRDB_Bank,Arusha,ATM,1
sdv-id-cWEflq,C024,2026-09-01 15:20:42,7147.66,NMB_Bank,Zanzibar,MobileApp,1
sdv-id-ugepBB,C015,2026-09-01 16:18:35,9189.71,NMB_Bank,Mbeya,POS,1
sdv-id-vZJZaD,C076,2026-09-02 03:09:19,6324.42,CRDB_Bank,Mbeya,ATM,1
sdv-id-FnPLtp,C072,2026-09-02 01:20:35,3876.93,NBC_Bank,Mbeya,POS,1
sdv-id-HBIzhd,C070,2026-09-01 18:59:51,2392.63,NBC_Bank,Arusha,MobileApp,1
sdv-id-myUvWk,C073,2026-09-02 02:22:15,9114.53,AirtelMoney,Mbeya,POS,1
sdv-id-ntPDzX,C054,2026-09-01 22:36:22,3716.81,AirtelMoney,Mwanza,MobileApp,1
sdv-id-FjRjAK,C047,2026-09-01 20:26:40,7285.79,AirtelMoney,Zanzibar,POS,0
sdv-id-IyjboC,C049,2026-09-01 22:32:00,9951.04,NBC_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-yYcHVH,C064,2026-09-02 01:52:36,4993.95,CRDB_Bank,Dar-es-Salaam,ATM,1
sdv-id-mUtnrP,C032,2026-09-01 12:15:02,4692.04,KahawaCafe,Arusha,Web,1
sdv-id-aVoadd,C023,2026-09-01 12:01:29,8331.4,TigoPesa,Mwanza,POS,1
sdv-id-MJGDpQ,C029,2026-09-01 14:58:56,1657.89,CRDB_Bank,Zanzibar,ATM,0
sdv-id-VuJcCs,C081,2026-09-02 07:23:15,1718.69,KahawaCafe,Arusha,POS,0
sdv-id-SzfoHy,C077,2026-09-02 01:20:56,7911.97,CRDB_Bank,Zanzibar,MobileApp,1
sdv-id-nEAqwe,C098,2026-09-02 09:15:00,5454.11,NBC_Bank,Mbeya,MobileApp,1
sdv-id-ILULSK,C011,2026-09-01 09:32:28,1030.1,AirtelMoney,Arusha,POS,1
sdv-id-tZBXVd,C004,2026-09-01 09:18:49,333.94,Shoprite,Zanzibar,ATM,1
sdv-id-parbNp,C076,2026-09-02 04:45:32,5781.73,Shoprite,Mbeya,MobileApp,1
sdv-id-IaUtQv,C024,2026-09-01 16:20:10,3087.5,CRDB_Bank,Mbeya,ATM,1
sdv-id-neMfXM,C063,2026-09-01 22:45:57,6021.1,AirtelMoney,Zanzibar,POS,1
sdv-id-CAsjNe,C092,2026-09-02 06:48:03,3179.05,AirtelMoney,Mbeya,Web,0
sdv-id-XuZUeG,C061,2026-09-01 23:03:54,6080.73,Shoprite,Arusha,MobileApp,1
sdv-id-qPkFuh,C004,2026-09-01 09:46:28,873.69,NBC_Bank,Dodoma,ATM,1
sdv-id-IhZhrL,C008,2026-09-01 09:59:39,2750.73,NBC_Bank,Dodoma,POS,0
sdv-id-ACYgTD,C089,2026-09-02 07:18:55,4826.73,CRDB_Bank,Dar-es-Salaam,Web,1
sdv-id-gPQiTX,C072,2026-09-02 01:34:17,6316.06,CRDB_Bank,Zanzibar,POS,1
sdv-id-BcUQzu,C095,2026-09-02 08:45:58,3053.63,NBC_Bank,Arusha,Web,0
sdv-id-jdEmao,C028,2026-09-01 16:15:55,4339.46,NBC_Bank,Mwanza,Web,0
sdv-id-tPzlBO,C046,2026-09-01 18:57:27,2581.31,CRDB_Bank,Dodoma,Web,1
sdv-id-DBDeBh,C026,2026-09-01 13:38:14,7358.9,NMB_Bank,Mwanza,POS,1
sdv-id-JfPqlU,C099,2026-09-02 09:07:25,4833.16,CRDB_Bank,Mbeya,Web,1
sdv-id-PFVUWU,C066,2026-09-02 02:02:56,1555.32,NMB_Bank,Mbeya,ATM,1
sdv-id-FcvdiB,C020,2026-09-01 13:14:26,6873.56,NMB_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-egrKJc,C066,2026-09-01 20:08:26,592.29,TigoPesa,Mbeya,MobileApp,1
sdv-id-gsdSlg,C012,2026-09-01 10:27:31,7810.37,AirtelMoney,Arusha,MobileApp,1
sdv-id-fGTPkR,C092,2026-09-02 08:25:58,2893.79,Shoprite,Dar-es-Salaam,POS,1
sdv-id-tlnhFw,C068,2026-09-01 22:52:37,2610.32,AirtelMoney,Mbeya,Web,1
sdv-id-dxuZuJ,C036,2026-09-01 16:27:04,1885.2,AirtelMoney,Dar-es-Salaam,Web,1
sdv-id-rIEIXE,C005,2026-09-01 10:11:23,4972.36,Shoprite,Dodoma,ATM,0
sdv-id-fZsBYT,C005,2026-09-01 09:58:21,1821.97,CRDB_Bank,Mwanza,ATM,1
sdv-id-OlugtT,C065,2026-09-02 02:59:24,768.57,CRDB_Bank,Dar-es-Salaam,Web,1
sdv-id-mXyVPW,C081,2026-09-02 04:19:48,6936.51,NBC_Bank,Dar-es-Salaam,POS,1
sdv-id-WszhfD,C020,2026-09-01 14:06:19,3176.02,CRDB_Bank,Mbeya,POS,1
sdv-id-gSCjaM,C049,2026-09-01 18:45:27,2693.36,Shoprite,Zanzibar,POS,1
sdv-id-gweUWc,C062,2026-09-01 23:42:59,9609.7,Shoprite,Mbeya,MobileApp,1
sdv-id-JYMoID,C010,2026-09-01 10:15:02,5522.57,Shoprite,Mbeya,MobileApp,1
sdv-id-wQMukM,C060,2026-09-02 02:44:19,8956.85,TigoPesa,Dodoma,Web,1
sdv-id-WkoxrM,C053,2026-09-01 21:53:30,7947.05,NMB_Bank,Mbeya,Web,1
sdv-id-HqAWLF,C081,2026-09-02 02:16:55,6790.51,TigoPesa,Mwanza,MobileApp,0
sdv-id-wWicdA,C056,2026-09-02 02:30:54,9521.48,AirtelMoney,Mwanza,ATM,1
sdv-id-JtCNya,C049,2026-09-01 22:12:11,8815.75,KahawaCafe,Mwanza,MobileApp,0
sdv-id-CvXgfT,C088,2026-09-02 06:02:01,9087.27,CRDB_Bank,Mwanza,POS,1
sdv-id-GDxGxh,C086,2026-09-02 06:46:24,9547.44,KahawaCafe,Dar-es-Salaam,POS,0
sdv-id-LoWOWG,C017,2026-09-01 15:47:01,4090.95,CRDB_Bank,Mbeya,Web,1
sdv-id-dyosQR,C028,2026-09-01 17:44:54,1252.35,Shoprite,Arusha,Web,1
sdv-id-EmmKDf,C097,2026-09-02 08:45:06,1934.87,Shoprite,Mbeya,MobileApp,1
sdv-id-KjYHmR,C024,2026-09-01 13:13:29,9081.26,TigoPesa,Dodoma,POS,1
sdv-id-ccSrhb,C070,2026-09-02 00:54:57,834.88,NMB_Bank,Zanzibar,ATM,1
sdv-id-YXqCgK,C085,2026-09-02 07:48:18,2828.11,TigoPesa,Dar-es-Salaam,Web,0
sdv-id-igqanr,C027,2026-09-01 13:10:37,5715.09,NBC_Bank,Zanzibar,POS,1
sdv-id-DEMtfF,C067,2026-09-01 21:41:15,5537.71,CRDB_Bank,Zanzibar,Web,1
sdv-id-ARqmbU,C083,2026-09-02 01:35:57,3389.17,Vodacom_M-Pesa,Dar-es-Salaam,Web,1
sdv-id-BFrMrt,C057,2026-09-01 22:21:41,8833.45,CRDB_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-ffTZbE,C049,2026-09-01 18:05:22,5317.52,KahawaCafe,Dodoma,POS,1
sdv-id-Yoivrs,C022,2026-09-01 15:27:00,6990.48,TigoPesa,Dodoma,MobileApp,1
sdv-id-VCBSjh,C099,2026-09-02 09:15:00,9600.16,CRDB_Bank,Mwanza,Web,1
sdv-id-AzwWlV,C070,2026-09-01 23:30:39,8281.92,AirtelMoney,Zanzibar,POS,0
sdv-id-tyKuEV,C078,2026-09-02 05:13:27,9427.93,Shoprite,Mbeya,Web,1
sdv-id-xcqJCb,C027,2026-09-01 15:48:48,7831.9,Shoprite,Mbeya,POS,1
sdv-id-akkxyt,C015,2026-09-01 14:06:14,6884.38,Vodacom_M-Pesa,Zanzibar,POS,1
sdv-id-PIoBpF,C052,2026-09-01 20:17:30,6489.34,CRDB_Bank,Dar-es-Salaam,POS,0
sdv-id-EhGgfS,C095,2026-09-02 09:04:47,3290.31,CRDB_Bank,Mbeya,ATM,1
sdv-id-sFFtmm,C006,2026-09-01 09:29:55,5516.09,Shoprite,Mbeya,POS,1
sdv-id-wQhbOo,C005,2026-09-01 09:14:04,7275.67,KahawaCafe,Zanzibar,POS,0
sdv-id-pQcMXW,C074,2026-09-01 22:22:22,5145.82,Shoprite,Dodoma,Web,1
sdv-id-yfmUOk,C091,2026-09-02 06:20:24,2423.7,NMB_Bank,Zanzibar,ATM,1
sdv-id-fTNAxP,C098,2026-09-02 08:56:24,6411.56,TigoPesa,Zanzibar,Web,1
sdv-id-TlpPTE,C060,2026-09-01 17:07:05,2494.19,CRDB_Bank,Dar-es-Salaam,ATM,1
sdv-id-UheWtJ,C003,2026-09-01 08:50:59,2397.48,Shoprite,Zanzibar,Web,1
sdv-id-ufLkrt,C095,2026-09-02 08:11:25,5843.7,TigoPesa,Mbeya,MobileApp,1
sdv-id-EdjhsF,C017,2026-09-01 13:40:09,8356.54,AirtelMoney,Zanzibar,Web,1
sdv-id-CyIVMG,C069,2026-09-01 23:16:51,602.73,Shoprite,Arusha,ATM,1
sdv-id-RASzQE,C085,2026-09-02 04:19:40,5965.32,Vodacom_M-Pesa,Mbeya,MobileApp,1
sdv-id-ZDQWcp,C008,2026-09-01 09:33:15,2202.38,NMB_Bank,Arusha,Web,1
sdv-id-iFTzFX,C006,2026-09-01 09:33:47,2306.71,AirtelMoney,Mwanza,ATM,1
sdv-id-wjPQlf,C020,2026-09-01 12:01:43,7799.56,CRDB_Bank,Dar-es-Salaam,Web,1
sdv-id-HSPfVZ,C022,2026-09-01 14:23:01,8303.2,TigoPesa,Mwanza,Web,1
sdv-id-bLBrki,C058,2026-09-02 00:53:04,9280.32,TigoPesa,Dar-es-Salaam,MobileApp,1
sdv-id-dfLWYp,C073,2026-09-02 00:19:44,6604.04,KahawaCafe,Mwanza,ATM,1
sdv-id-wkpZKj,C087,2026-09-02 01:00:57,3106.15,NBC_Bank,Dodoma,Web,1
sdv-id-CoOBvV,C038,2026-09-01 15:44:28,5168.21,CRDB_Bank,Dodoma,Web,1
sdv-id-hYklmO,C020,2026-09-01 13:38:52,4808.18,AirtelMoney,Mbeya,MobileApp,1
sdv-id-NplqfG,C009,2026-09-01 11:08:29,7826.05,CRDB_Bank,Zanzibar,Web,1
sdv-id-zBwxoS,C065,2026-09-01 23:28:24,4382.6,KahawaCafe,Dodoma,POS,1
sdv-id-iKptTO,C087,2026-09-02 06:02:05,725.97,Shoprite,Mbeya,POS,0
sdv-id-gYRrdD,C017,2026-09-01 13:14:16,7369.4,TigoPesa,Mbeya,MobileApp,0
sdv-id-XfuvjM,C068,2026-09-02 02:25:24,2100.75,Shoprite,Dar-es-Salaam,MobileApp,1
sdv-id-JgMRrS,C053,2026-09-01 19:57:42,5409.7,Vodacom_M-Pesa,Mbeya,Web,1
sdv-id-VGSMvG,C044,2026-09-01 16:22:30,4366.54,NBC_Bank,Arusha,Web,1
sdv-id-zovuCJ,C093,2026-09-02 06:26:45,1096.01,TigoPesa,Arusha,ATM,1
sdv-id-xwyaar,C006,2026-09-01 09:48:24,2028.58,Shoprite,Zanzibar,MobileApp,1
sdv-id-TBQFIb,C094,2026-09-02 07:11:41,8776.89,Shoprite,Dar-es-Salaam,ATM,1
sdv-id-TDoOJD,C052,2026-09-01 22:38:17,7055.22,NBC_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-NwPdFn,C096,2026-09-02 09:15:00,5956.89,NBC_Bank,Mbeya,Web,1
sdv-id-BZXFVh,C013,2026-09-01 10:28:34,3566.87,Shoprite,Dodoma,Web,1
sdv-id-piKreP,C037,2026-09-01 15:03:23,7980.03,Shoprite,Arusha,POS,1
sdv-id-cOCMJD,C055,2026-09-01 19:20:17,5388.69,TigoPesa,Dar-es-Salaam,ATM,1
sdv-id-RCttmh,C072,2026-09-02 03:36:26,6231.83,Shoprite,Arusha,ATM,1
sdv-id-gOVhct,C080,2026-09-02 03:49:55,646.88,TigoPesa,Mbeya,MobileApp,1
sdv-id-JxThWY,C094,2026-09-02 07:28:04,3107.7,KahawaCafe,Dodoma,POS,0
sdv-id-mlYuZg,C080,2026-09-02 03:05:37,2652.33,Shoprite,Mwanza,MobileApp,1
sdv-id-tOXVSD,C004,2026-09-01 09:14:23,1329.42,TigoPesa,Mwanza,MobileApp,0
sdv-id-ICxdAK,C064,2026-09-01 23:01:53,6975.26,Vodacom_M-Pesa,Zanzibar,ATM,1
sdv-id-NWDvtA,C091,2026-09-02 07:13:17,7016.73,AirtelMoney,Mwanza,MobileApp,1
sdv-id-ibVUFx,C007,2026-09-01 09:28:19,7821.0,Shoprite,Mbeya,Web,1
sdv-id-PngSLq,C098,2026-09-02 09:15:00,6638.09,CRDB_Bank,Arusha,POS,1
sdv-id-BNdKmD,C035,2026-09-01 18:04:25,8245.09,NBC_Bank,Zanzibar,ATM,1
sdv-id-xQXCbR,C031,2026-09-01 15:29:21,4091.68,NMB_Bank,Mwanza,POS,1
sdv-id-erYKqq,C055,2026-09-01 21:16:49,4243.8,AirtelMoney,Dar-es-Salaam,Web,1
sdv-id-wOBuPX,C085,2026-09-02 05:36:50,3639.0,TigoPesa,Mbeya,ATM,1
sdv-id-WIYCpI,C049,2026-09-02 00:31:01,1906.21,NMB_Bank,Dodoma,POS,0
sdv-id-OjqLHA,C059,2026-09-01 17:55:03,1548.91,KahawaCafe,Arusha,Web,1
sdv-id-STlruF,C049,2026-09-02 00:35:10,4774.5,CRDB_Bank,Zanzibar,POS,1
sdv-id-bwstAh,C063,2026-09-02 00:51:37,2742.5,NBC_Bank,Zanzibar,Web,1
sdv-id-XbAPpR,C001,2026-09-01 08:34:38,1305.67,TigoPesa,Dar-es-Salaam,ATM,1
sdv-id-LjCVKt,C021,2026-09-01 15:43:24,1186.67,NBC_Bank,Mbeya,POS,1
sdv-id-ydRWuR,C059,2026-09-02 00:44:11,3391.07,AirtelMoney,Mwanza,POS,0
sdv-id-GckDGk,C098,2026-09-02 07:52:21,1065.7,Shoprite,Zanzibar,POS,1
sdv-id-eitebX,C076,2026-09-02 04:54:31,1949.6,AirtelMoney,Zanzibar,ATM,1
sdv-id-WggcSN,C013,2026-09-01 11:35:08,6824.1,Vodacom_M-Pesa,Arusha,Web,1
sdv-id-VWQhJz,C058,2026-09-02 01:22:00,3975.29,KahawaCafe,Dodoma,MobileApp,0
sdv-id-gwvMar,C038,2026-09-01 14:26:06,1910.27,TigoPesa,Mwanza,MobileApp,1
sdv-id-VvgRFj,C019,2026-09-01 14:33:42,9183.15,TigoPesa,Dodoma,Web,1
sdv-id-ofRcqb,C096,2026-09-02 08:29:56,5077.16,NMB_Bank,Arusha,MobileApp,0
sdv-id-wYOghT,C065,2026-09-01 20:23:53,1156.45,KahawaCafe,Mwanza,MobileApp,1
sdv-id-idlKbz,C043,2026-09-01 19:20:31,8045.4,KahawaCafe,Mbeya,Web,1
sdv-id-HdNWmS,C048,2026-09-01 20:37:16,6950.38,Shoprite,Mbeya,POS,1
sdv-id-ztTnhH,C053,2026-09-01 21:50:56,3655.38,CRDB_Bank,Dodoma,Web,1
sdv-id-dxjkgJ,C053,2026-09-01 21:24:22,4657.52,Shoprite,Zanzibar,POS,1
sdv-id-LLzkBi,C010,2026-09-01 12:08:40,3355.97,Vodacom_M-Pesa,Mbeya,POS,1
sdv-id-Kfgfab,C057,2026-09-02 02:42:48,4768.42,TigoPesa,Arusha,Web,1
sdv-id-kFFeKm,C073,2026-09-02 03:51:55,2408.37,Vodacom_M-Pesa,Mbeya,ATM,1
sdv-id-pezdld,C009,2026-09-01 10:09:55,5561.85,Vodacom_M-Pesa,Mwanza,Web,1
sdv-id-TxXuQd,C066,2026-09-02 01:04:59,3094.11,Vodacom_M-Pesa,Dodoma,POS,1
sdv-id-eKsEAN,C045,2026-09-01 18:41:07,6025.01,CRDB_Bank,Mbeya,POS,1
sdv-id-BgCYvH,C092,2026-09-02 08:31:24,5210.65,CRDB_Bank,Mwanza,MobileApp,1
sdv-id-foBwCc,C070,2026-09-01 23:44:01,350.85,CRDB_Bank,Mwanza,POS,0
sdv-id-ZRjqau,C099,2026-09-02 08:33:54,4853.07,CRDB_Bank,Zanzibar,ATM,1
sdv-id-HzwZtQ,C092,2026-09-02 08:42:15,925.3,Shoprite,Mbeya,POS,1
sdv-id-GBFQbp,C028,2026-09-01 14:49:04,1372.28,Shoprite,Mwanza,POS,1
sdv-id-tsjWSc,C042,2026-09-01 19:15:20,2535.58,Shoprite,Arusha,ATM,1
sdv-id-vEmCSb,C013,2026-09-01 10:00:30,5599.56,AirtelMoney,Mbeya,ATM,1
sdv-id-HQznUH,C043,2026-09-01 20:01:41,1388.3,AirtelMoney,Zanzibar,POS,1
sdv-id-FGwexT,C008,2026-09-01 12:17:28,4890.94,NBC_Bank,Mwanza,MobileApp,1
sdv-id-sBHhJb,C043,2026-09-01 19:54:21,8052.62,AirtelMoney,Dar-es-Salaam,POS,1
sdv-id-DbWZTX,C028,2026-09-01 14:21:01,1000.91,Shoprite,Arusha,Web,0
sdv-id-NRtEJY,C038,2026-09-01 19:40:34,9087.83,CRDB_Bank,Zanzibar,Web,1
sdv-id-ytqeUk,C015,2026-09-01 13:04:29,5724.25,KahawaCafe,Dodoma,Web,1
sdv-id-IHJkiG,C070,2026-09-02 04:27:16,5054.25,NMB_Bank,Mbeya,POS,1
sdv-id-mvsZPJ,C098,2026-09-02 09:04:45,9045.57,TigoPesa,Mwanza,MobileApp,1
sdv-id-PyDvsb,C063,2026-09-02 02:13:33,6739.59,CRDB_Bank,Dodoma,ATM,1
sdv-id-BlgbSs,C056,2026-09-01 17:19:16,1547.35,NBC_Bank,Arusha,MobileApp,1
sdv-id-RfkeNB,C088,2026-09-02 07:27:29,3774.63,CRDB_Bank,Mbeya,POS,0
sdv-id-yCcsqR,C059,2026-09-02 04:38:34,8735.08,AirtelMoney,Dar-es-Salaam,MobileApp,1
sdv-id-JFUSdo,C075,2026-09-02 05:20:23,5137.42,Vodacom_M-Pesa,Dar-es-Salaam,POS,1
sdv-id-RCGmCP,C088,2026-09-02 02:23:26,5034.65,KahawaCafe,Mbeya,ATM,1
sdv-id-xOzIDS,C008,2026-09-01 11:55:45,3277.82,AirtelMoney,Dar-es-Salaam,Web,0
sdv-id-VSRNYz,C021,2026-09-01 15:28:31,2589.17,KahawaCafe,Zanzibar,POS,1
sdv-id-WnyAqK,C042,2026-09-01 18:39:26,8398.77,TigoPesa,Mwanza,POS,1
sdv-id-yAXzvH,C067,2026-09-01 20:16:42,7799.34,NBC_Bank,Mbeya,Web,1
sdv-id-crkxOH,C059,2026-09-02 01:15:40,8072.42,NBC_Bank,Dodoma,Web,1
sdv-id-aTphuS,C087,2026-09-02 03:10:17,3790.24,Shoprite,Arusha,Web,1
sdv-id-faAfIU,C067,2026-09-02 04:40:15,7390.99,TigoPesa,Zanzibar,Web,0
sdv-id-irvuWc,C070,2026-09-02 03:21:15,3291.32,NMB_Bank,Dar-es-Salaam,MobileApp,1
sdv-id-ktYxbJ,C059,2026-09-01 23:20:35,8809.64,TigoPesa,Mbeya,POS,1
sdv-id-qruGAy,C049,2026-09-01 18:12:24,337.95,NMB_Bank,Mwanza,MobileApp,1
sdv-id-DxQOFY,C005,2026-09-01 10:21:20,5766.08,Vodacom_M-Pesa,Dar-es-Salaam,MobileApp,1
sdv-id-rjRrTh,C094,2026-09-02 08:11:01,543.04,CRDB_Bank,Dar-es-Salaam,ATM,1
sdv-id-ljWVGq,C042,2026-09-01 17:12:06,1585.26,Shoprite,Dar-es-Salaam,Web,1
sdv-id-hTRwHF,C075,2026-09-02 04:32:10,1292.25,KahawaCafe,Dar-es-Salaam,POS,1
sdv-id-WjCWMi,C070,2026-09-02 03:21:21,4000.5,Shoprite,Zanzibar,ATM,1
sdv-id-PicbFx,C046,2026-09-01 17:06:06,3693.7,NBC_Bank,Mwanza,MobileApp,1
sdv-id-PGOMZk,C025,2026-09-01 13:05:46,8992.7,CRDB_Bank,Zanzibar,Web,1
sdv-id-AQDomY,C022,2026-09-01 12:54:01,1875.18,Shoprite,Mbeya,POS,1
sdv-id-vGgYag,C079,2026-09-02 04:58:57,7598.64,NMB_Bank,Zanzibar,POS,1
sdv-id-CwiaTC,C065,2026-09-01 23:10:14,8336.75,Vodacom_M-Pesa,Zanzibar,MobileApp,1
sdv-id-inRGSj,C094,2026-09-02 08:28:47,7566.16,Vodacom_M-Pesa,Mbeya,ATM,1
sdv-id-XERzRN,C063,2026-09-01 21:38:11,9934.15,Shoprite,Dodoma,Web,1
sdv-id-uXHJHl,C046,2026-09-01 18:49:16,7285.04,NBC_Bank,Zanzibar,POS,1
sdv-id-kjElIO,C053,2026-09-01 21:11:19,2069.65,NMB_Bank,Zanzibar,ATM,1
sdv-id-Hiunrw,C043,2026-09-01 18:49:40,7218.31,Shoprite,Arusha,ATM,1
sdv-id-wDircn,C045,2026-09-01 17:22:22,6899.01,AirtelMoney,Mbeya,ATM,1
sdv-id-vzIivr,C096,2026-09-02 09:04:21,2836.0,CRDB_Bank,Mbeya,MobileApp,1
sdv-id-aNWgnO,C071,2026-09-01 22:27:01,7096.39,KahawaCafe,Dar-es-Salaam,POS,1
sdv-id-sAUwuK,C023,2026-09-01 13:24:33,7671.31,NMB_Bank,Dar-es-Salaam,POS,1
sdv-id-wwWQWS,C036,2026-09-01 13:21:13,3188.05,Shoprite,Dodoma,MobileApp,1
sdv-id-XjZgGi,C051,2026-09-02 00:45:07,9472.92,NBC_Bank,Mwanza,Web,1
sdv-id-vroTRb,C083,2026-09-02 06:47:27,6687.2,CRDB_Bank,Dar-es-Salaam,POS,1
sdv-id-dOXhia,C020,2026-09-01 13:26:28,2885.9,AirtelMoney,Dar-es-Salaam,ATM,1
sdv-id-qxwWWb,C093,2026-09-02 08:21:45,9110.03,CRDB_Bank,Mwanza,POS,1
sdv-id-WdVxsQ,C036,2026-09-01 19:50:08,2984.61,CRDB_Bank,Arusha,Web,0
sdv-id-onPdWY,C021,2026-09-01 14:05:14,7032.41,KahawaCafe,Mbeya,MobileApp,1
sdv-id-bpSIIx,C056,2026-09-01 18:57:03,2330.89,AirtelMoney,Arusha,Web,1
sdv-id-dnUZRp,C015,2026-09-01 12:09:02,1476.88,NMB_Bank,Mbeya,MobileApp,1
sdv-id-IjAyCk,C015,2026-09-01 12:28:43,9059.82,Shoprite,Dar-es-Salaam,POS,0
